ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-1479467,Source2,2,2020-05-22 07:45:32,2020-05-22 08:35:17,34.029392,-117.129997,,,0.0,Right hand shoulder blocked due to accident on I-10 Eastbound before Yucaipa Blvd.,I-10 E,Redlands,San Bernardino,CA,92373,US,US/Pacific,KSBD,2020-05-22 07:45:00,64.0,64.0,45.0,28.69,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5462538,Source1,2,2022-05-13 10:26:00,2022-05-13 12:44:53,33.982968,-118.143097,33.982761,-118.141265,0.106,Slow traffic from S Malt Ave to I-5 S due to accident., E Slauson Ave,Los Angeles,Los Angeles,CA,90040,US,US/Pacific,KCQT,2022-05-13 10:47:00,80.0,80.0,16.0,29.8,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3461784,Source1,4,2017-01-23 14:58:34,2017-01-23 20:58:34,38.580994,-79.16716,38.580787,-79.167586,0.027,Closed at Clover Hill Rd/Whitmore Shop Rd - Road closed due to accident.,Blue Gray Trl,Brandywine,Pendleton,WV,26802,US,US/Eastern,KW99,2017-01-23 14:50:00,35.2,,96.0,29.53,4.0,Calm,,0.07,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2592613,Source2,2,2018-09-18 08:30:23,2018-09-18 09:16:00,33.574955,-117.63475,,,0.0,Accident on Benjamin Dr at Thornhill St.,Benjamin Dr,Ladera Ranch,Orange,CA,92694,US,US/Pacific,KSNA,2018-09-18 08:53:00,70.0,,73.0,29.9,10.0,SSW,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-790288,Source2,2,2021-12-07 09:24:59,2021-12-07 09:54:26,33.376743,-82.072075,,,0.0,Accident on Windsor Spring Rd at Tobacco Rd.,Windsor Spring Rd,Hephzibah,Richmond,GA,30815,US,US/Eastern,KAGS,2021-12-07 09:53:00,57.0,57.0,53.0,30.01,10.0,NE,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4756033,Source1,2,2023-01-25 09:26:57,2023-01-25 10:45:02,34.905302,-81.132793,34.905794,-81.131539,0.079,Incident on SC-322 near SC-324 Expect delays., Highway 324,Rock Hill,York,SC,29732-9730,US,US/Eastern,KUZA,2023-01-25 09:22:00,47.0,47.0,97.0,29.18,2.0,VAR,3.0,0.05,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-425539,Source2,2,2017-04-14 10:28:20,2017-04-14 10:58:01,40.062336,-75.305351,,,0.01,Accident on PA-23 Conshohocken State Rd at Wesleys Run.,Conshohocken State Rd,Villanova,Delaware,PA,19085-2153,US,US/Eastern,KLOM,2017-04-14 10:35:00,53.6,,44.0,30.43,10.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-2818165,Source2,2,2018-05-11 08:10:44,2018-05-11 08:40:30,41.788456,-87.962601,,,0.0,Accident on County Hwy-35 55th St at Western Ave.,55th St,Clarendon Hills,Dupage,IL,60514-3015,US,US/Central,KMDW,2018-05-11 07:53:00,50.0,,80.0,30.04,10.0,ENE,18.4,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6853453,Source1,2,2020-12-16 18:02:33,2020-12-16 21:11:42,40.110405,-75.33315,40.110199,-75.33259699999998,0.033,Incident on E MAIN ST near FORD ST Drive with caution., Ford St,Norristown,Montgomery,PA,19401,US,US/Eastern,KLOM,2020-12-16 17:55:00,26.0,14.0,94.0,29.71,1.0,NE,15.0,0.1,Light Snow,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
A-3468696,Source1,4,2016-11-08 22:06:34,2016-11-09 04:06:34,42.359919,-83.21654000000002,42.34052,-83.21621,1.34,Closed between Joy Rd/Exit 9 and Warren Ave/Exit 8 - Road closed due to accident.,MI-39 S,Detroit,Wayne,MI,48228,US,US/Eastern,KDET,2016-11-08 21:53:00,50.0,,74.0,30.08,10.0,NW,11.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4961405,Source1,2,2022-12-03 17:54:00,2022-12-03 22:01:09,38.496164,-121.435073,38.496188,-121.435987,0.049,Incident on FLORIN RD near HOUSE 6051 Expect delays., Florin Rd,Sacramento,Sacramento,CA,95823-2331,US,US/Pacific,KSAC,2022-12-03 17:53:00,43.0,39.0,93.0,29.92,1.0,NNW,7.0,0.06,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-1668667,Source2,3,2020-02-26 11:14:33,2020-02-26 11:44:10,35.60752100000001,-78.56456,,,0.0,Left lane blocked due to accident on I-40 Westbound at NC-42.,I-40 E,Garner,Johnston,NC,27529,US,US/Eastern,KRDU,2020-02-26 11:28:00,60.0,60.0,86.0,29.43,10.0,ESE,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5104971,Source1,2,2022-11-03 07:15:00.000000000,2022-11-03 08:53:17.000000000,33.993274,-118.308807,33.993271,-118.309245,0.025,Incident on W 54TH ST WB near S WESTERN AVE Drive with caution., W 54th St,Los Angeles,Los Angeles,CA,90062-2722,US,US/Pacific,KCQT,2022-11-03 06:47:00,51.0,51.0,63.0,29.82,10.0,W,3.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-957967,Source2,2,2021-07-26 18:00:01,2021-07-26 18:44:25,33.398628,-84.828827,,,0.0,Right lane blocked due to accident on US-27-ALT Ga-16 Westbound at Mayo Royal Rd.,Highway 16 W,Newnan,Coweta,GA,30263-4588,US,US/Eastern,KCCO,2021-07-26 17:55:00,83.0,83.0,75.0,28.93,1.0,CALM,0.0,,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-77483,Source2,3,2016-09-15 21:27:44,2016-09-15 22:12:44,34.037495,-118.280701,,,0.0,Right hand shoulder blocked and slow lane blocked due to accident on I-10 Eastbound at Exit 13A 20th St.,I-10 E,Los Angeles,Los Angeles,CA,90007,US,US/Pacific,KCQT,2016-09-15 21:47:00,66.0,,78.0,29.95,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-882368,Source2,2,2021-09-27 10:44:41,2021-09-27 11:14:02,39.377522,-77.397522,,,0.0,Right hand shoulder blocked and right merge lane blocked due to accident on MD-355 Urbana Pike Northbound at New Technology Way.,Urbana Pike,Frederick,Frederick,MD,21704-7303,US,US/Eastern,KFDK,2021-09-27 10:47:00,73.0,73.0,50.0,29.73,10.0,SW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2423608,Source2,2,2018-10-31 07:42:06,2018-10-31 08:11:53,43.146851,-77.65459399999997,,,0.0,Accident on Forbes St at Garfield St.,Forbes St,Rochester,Monroe,NY,14611-2927,US,US/Eastern,KROC,2018-10-31 07:54:00,46.9,,97.0,29.86,10.0,East,6.9,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-3377153,Source2,3,2017-08-15 07:20:46,2017-08-15 08:05:10,41.516911,-81.6754,,,0.0,Multi-vehicle accident on I-90 Westbound before Exit 174B OH-2.,I-90 E,Cleveland,Cuyahoga,OH,44114,US,US/Eastern,KBKL,2017-08-15 06:53:00,69.1,,78.0,29.85,10.0,SSE,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2863425,Source2,3,2018-04-03 15:06:51,2018-04-03 15:51:24,34.070469,-117.610619,,,0.0,HOV & #1 lane blocked due to accident on I-10 Westbound before Exit 54 Vineyard Ave.,I-10 W,Ontario,San Bernardino,CA,91764,US,US/Pacific,KONT,2018-04-03 14:53:00,72.0,,44.0,29.92,10.0,West,6.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-556490,Source2,3,2022-07-25 07:50:48,2022-07-25 08:20:21,47.614906,-122.330109,,,0.0,Right lane blocked due to crash on I-5 Southbound at Exit 165B Pike St.,Boren Ave,Seattle,King,WA,98101-1851,US,US/Pacific,KBFI,2022-07-25 07:53:00,69.0,69.0,70.0,29.98,10.0,VAR,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3387104,Source2,2,2017-08-18 07:17:28,2017-08-18 07:47:05,36.08990900000001,-95.897934,,,0.0,Serious multi-vehicle accident on 70th East Pl at 51st St.,S 70th East Pl,Tulsa,Tulsa,OK,74145-7622,US,US/Central,KRVS,2017-08-18 07:14:00,75.9,,91.0,30.0,10.0,South,5.8,,Overcast,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-814219,Source3,2,2021-11-18 06:59:24,2021-11-18 07:29:09,38.481659,-121.40876000000002,,,0.0,Accident on Power Inn Rd Northbound at Gerber Rd.,Gerber Rd,Sacramento,Sacramento,CA,95828,US,US/Pacific,KSAC,2021-11-18 06:56:00,45.0,45.0,100.0,30.09,0.5,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3847582,Source1,4,2022-11-03 09:21:59,2022-11-03 10:32:23,41.841396,-88.467907,41.841389,-88.468245,0.017,Closed at I-88 - Road closed due to accident.,1S737 State Route 47,Elburn,Kane,IL,60119-9145,US,US/Central,KARR,2022-11-03 08:52:00,52.0,52.0,86.0,29.39,3.0,SSE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-606097,Source2,2,2022-05-31 11:40:56,2022-05-31 12:10:12,29.176399,-81.087982,,,1.6100000143051147,Exit ramp from I-95 Southbound at Exits 260A-B-C 260C-B-A to W International Speedway Blvd lane blocked due to crash.,260C-B-A,Daytona Beach,Volusia,FL,32124,US,US/Eastern,KDAB,2022-05-31 11:53:00,81.0,81.0,65.0,30.05,10.0,E,16.0,0.0,Heavy Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1169575,Source2,3,2021-02-02 06:44:54,2021-02-02 07:30:28,42.205631,-71.065086,,,0.0,Left lane blocked due to accident on I-93 Southbound at MA-28 Randolph Ave.,N Main St,Randolph,Norfolk,MA,02368,US,US/Eastern,KMQE,2021-02-02 06:53:00,37.0,28.0,86.0,29.45,1.0,NNE,14.0,0.05,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-5548142,Source1,2,2021-10-22 09:51:00,2021-10-22 11:06:25,30.455842,-87.316027,30.45705,-87.31600999999998,0.083,Incident on MULDOON RD near GENEVIVE CT Drive with caution., Muldoon Rd,Pensacola,Escambia,FL,32526-1968,US,US/Central,KPNS,2021-10-22 09:53:00,79.0,79.0,69.0,29.94,10.0,N,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-600466,Source2,2,2022-06-07 17:44:29,2022-06-07 18:55:42,37.303291,-120.500702,,,0.0,Lane blocked due to crash on CA-99 Northbound at Exit 188 CA-140 13th St.,CA-99 N,Merced,Merced,CA,95340,US,US/Pacific,KMCE,2022-06-07 17:53:00,92.0,92.0,21.0,29.65,10.0,NNW,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5821932,Source1,2,2021-12-28 17:30:00,2021-12-28 19:31:47,39.58587527256209,-77.82035708390323,39.584585272562094,-77.83367708390321,0.715,I-81 SOUTH SOUTH OF EXIT 1 MD 68 LAPPANS RD (SB),I-81,Williamsport,Washington,MD,21795,US,US/Eastern,KHGR,2021-12-28 17:53:00,46.0,46.0,66.0,29.08,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-3607514,Source1,2,2017-04-11 07:52:55,2017-04-11 13:52:55,48.31692,-122.23462,48.31692,-122.23462,0.0,At at WA-534 - Accident., State Route 9,Mount Vernon,Skagit,WA,98274-8041,US,US/Pacific,KAWO,2017-04-11 07:55:00,39.2,35.0,70.0,30.11,10.0,NNE,5.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6937489,Source1,2,2020-10-19 12:45:30,2020-10-19 18:49:30,39.957014,-75.15545,39.958754,-75.1688,0.7170000000000001,Slow traffic on I-676 from 8th St (I-676) to 23rd St (I-676) due to accident.,I-676 W,Philadelphia,Philadelphia,PA,19107,US,US/Eastern,KPHL,2020-10-19 12:54:00,68.0,68.0,59.0,30.3,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-5795292,Source1,2,2021-11-20 17:58:00,2021-11-20 20:20:44,33.97486567481053,-118.38331818524178,33.97565567481053,-118.38494818524178,0.108,Accident on Florence Ave (I-405) from La Tijera Blvd (I-405) to I-405 N - San Diego Fwy N.,I-405,Los Angeles,Los Angeles,CA,90045,US,US/Pacific,KLAX,2021-11-20 17:53:00,58.0,58.0,84.0,29.9,6.0,WSW,5.0,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-6327450,Source1,2,2021-04-09 05:41:30,2021-04-09 16:47:28,32.761137,-96.807559,32.795216,-96.814832,2.392,Slow traffic on I-35E N - US-77 N - R L Thornton Fwy N - Stemmons Fwy N from Colorado Blvd/Exit 427A (I-35E) to Tollway North/Exit 429D (I-35E) due to accident.,I-35E N,Dallas,Dallas,TX,75207,US,US/Central,KDAL,2021-04-09 05:53:00,69.0,69.0,78.0,29.1,9.0,SSE,16.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-1834138,Source2,2,2019-11-20 09:56:51,2019-11-20 11:27:00,39.464039,-121.576889,,,0.0,Lane blocked due to accident on Feather River Blvd at Ophir Rd.,Power House Hill Rd,Oroville,Butte,CA,95965-9682,US,US/Pacific,KOVE,2019-11-20 09:53:00,64.0,64.0,29.0,29.39,10.0,NW,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3378917,Source2,3,2017-08-15 03:38:10,2017-08-15 04:09:00,39.778435,-104.903442,,,0.0,Accident on I-70 Eastbound at Exit 278 CO-35 Quebec St.,Northfield Quebec St,Denver,Denver,CO,80216,US,US/Mountain,KBJC,2017-08-15 03:32:00,60.8,,68.0,29.96,10.0,NNW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5004813,Source1,2,2022-12-09 06:40:00,2022-12-09 07:11:00,33.820584999999994,-84.36095999999998,33.811491,-84.371706,0.8809999999999999,Crash on I-85 Southbound past GA 400. 2 lane(s) (of 5) blocked.,GA-403 S,Atlanta,Fulton,GA,30324,US,US/Eastern,KPDK,2022-12-09 06:53:00,61.0,61.0,100.0,29.04,5.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2533905,Source2,2,2018-10-22 07:54:37,2018-10-22 08:24:27,39.086864,-77.566338,,,0.0,Accident on Battlefield Pkwy at VA-267.,Battlefield Pkwy SE,Leesburg,Loudoun,VA,20175,US,US/Eastern,KJYO,2018-10-22 07:55:00,32.0,,100.0,30.32,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5845137,Source1,2,2021-12-24 04:42:10.000000000,2021-12-24 05:42:10.000000000,42.024019,-121.599444,42.02402,-121.600181,0.038,A crash has occurred causing no to minimum delays. Use caution., E Front St,Merrill,Klamath,OR,97633-3320,US,US/Pacific,KLMT,2021-12-24 04:53:00,23.0,23.0,85.0,25.41,10.0,CALM,0.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-743443,Source2,2,2022-01-18 18:25:08,2022-01-18 18:54:55,35.72501,-78.581284,,,0.0,Accident on Jones Sausage Rd at Generosity Ct.,Jones Sausage Rd,Garner,Wake,NC,27529,US,US/Eastern,KRDU,2022-01-18 18:51:00,37.0,37.0,54.0,29.78,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-795773,Source2,2,2021-12-02 13:35:57,2021-12-02 14:21:07,38.626019,-121.328369,,,0.0,Left turn lane blocked due to accident on Fair Oaks Blvd at Landis Ave.,Landis Ave,Carmichael,Sacramento,CA,95608-3741,US,US/Pacific,KMCC,2021-12-02 13:30:00,66.0,66.0,49.0,29.96,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4672255,Source1,2,2022-01-29 18:21:00,2022-01-29 19:03:00,45.511416,-122.705996,45.50834,-122.722716,0.8370000000000001,Slow traffic on Sunset Hwy W - US-26 W from Canyon Rd/Exit 73 (US-26) to Canyon Rd/Exit 72 (US-26) due to accident.,Sunset Hwy W,Portland,Multnomah,OR,97205,US,US/Pacific,KPDX,2022-01-29 17:53:00,40.0,34.0,60.0,30.21,10.0,ESE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-6146073,Source1,2,2021-09-06 09:02:00,2021-09-06 10:38:21,33.967081,-98.515107,33.969844,-98.516547,0.208,Incident on BURKBURNETT RD near MIDWAY ST Drive with caution., Burkburnett Rd,Wichita Falls,Wichita,TX,76306-1950,US,US/Central,KSPS,2021-09-06 08:52:00,73.0,73.0,81.0,28.98,10.0,NE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3670498,Source1,2,2023-03-29 18:50:00.000000000,2023-03-29 21:04:20.000000000,34.17225,-118.505024,34.172246,-118.504046,0.056,Accident on Burbank Blvd from White Oak Ave to Balboa Blvd.,Burbank Blvd,Encino,Los Angeles,CA,91316,US,US/Pacific,KVNY,2023-03-29 18:51:00,54.0,54.0,57.0,29.02,10.0,SSW,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5284533,Source1,2,2022-04-05 23:19:20,2022-04-06 00:35:52,34.734231233431174,-92.39848494485663,34.717441233431174,-92.40162494485664,1.1740000000000002,Incident on I-430 SB near EXIT 5 Expect long delays.,I-430,Little Rock,Pulaski,AR,72211,US,US/Central,KLZK,2022-04-05 22:56:00,60.0,60.0,95.0,29.21,10.0,ENE,5.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2004575,Source2,3,2019-08-05 16:47:12,2019-08-05 18:47:59,40.260014,-76.81369000000002,,,0.0,Lane blocked due to accident on I-83 Northbound after Exit 47 I-283.,I-83 S,Harrisburg,Dauphin,PA,17111,US,US/Eastern,KCXY,2019-08-05 16:56:00,87.0,87.0,41.0,29.56,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4879860,Source1,2,2022-04-29 17:30:55.000000000,2022-04-29 19:37:08.000000000,33.915564,-118.26525,33.916484999999994,-118.266069,0.079,Slow traffic from E 129th St to S Towne Ave due to accident., Avalon Blvd,Los Angeles,Los Angeles,CA,90061-2731,US,US/Pacific,KHHR,2022-04-29 17:53:00,65.0,65.0,61.0,29.86,10.0,W,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3486420,Source1,2,2016-08-03 13:43:29,2016-08-03 19:43:29,42.99264,-88.037863,42.997822,-88.03786,0.358,At National Ave/Exit 2 - Accident.,I-894 W,Milwaukee,Milwaukee,WI,53227,US,US/Central,KMWC,2016-08-03 13:45:00,75.2,,83.0,30.06,10.0,ESE,8.1,,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1269416,Source2,2,2020-11-12 08:19:44,2020-11-12 09:19:28,33.522625,-82.048386,,,0.0,Restrictions due to accident on Stevens Creek Rd at River Watch Pkwy.,Stevens Creek Rd,Augusta,Richmond,GA,30907,US,US/Eastern,KDNL,2020-11-12 08:20:00,75.0,75.0,94.0,29.42,2.0,W,8.0,0.1,Light Rain with Thunder,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2315809,Source2,2,2019-01-03 13:35:41,2019-01-03 14:03:38,30.45685,-91.072113,,,0.0,Accident on Florida Blvd at Sharp Ln.,Florida Blvd,Baton Rouge,East Baton Rouge,LA,70815-1403,US,US/Central,KBTR,2019-01-03 13:53:00,59.0,,93.0,29.86,3.0,East,4.6,0.08,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3987435,Source1,2,2022-12-04 10:00:34,2022-12-04 11:15:34,37.239064,-93.230691,37.239031,-93.229821,0.048,Incident on E KEARNEY ST near N BELCREST AVE Drive with caution., E Kearney St,Springfield,Greene,MO,65803-5011,US,US/Central,KSGF,2022-12-04 09:52:00,39.0,33.0,49.0,28.89,10.0,SSE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6341818,Source1,2,2021-02-20 11:12:32,2021-02-20 12:27:32,29.736754,-95.418795,29.736266,-95.418795,0.034,Incident on KIRBY DR near W MAIN ST Drive with caution., Kirby Dr,Houston,Harris,TX,77098-2122,US,US/Central,KMCJ,2021-02-20 10:53:00,52.0,52.0,53.0,30.35,10.0,VAR,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5882693,Source1,2,2021-10-26 16:50:00,2021-10-26 18:09:04,40.974403,-80.26695,40.973062,-80.253052,0.731,Incident on US-422 EB near STATE RD Expect long delays., State Rd,New Castle,Lawrence,PA,16101,US,US/Eastern,KUCP,2021-10-26 16:56:00,45.0,40.0,90.0,28.71,5.0,WNW,9.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3728165,Source1,2,2022-12-23 10:42:30,2022-12-23 11:33:00,35.68521900000001,-78.54256099999998,35.687743,-78.550265,0.466,Stationary traffic on US-70 W from Guy Rd (US-70 Bus) to N Greenfield Pkwy (US-70 Bus) due to accident., US Highway 70 E,Garner,Wake,NC,27529-8796,US,US/Eastern,KRDU,2022-12-23 10:51:00,35.0,24.0,33.0,29.27,10.0,W,20.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2786025,Source2,2,2018-06-27 12:12:22,2018-06-27 12:41:56,30.178875,-97.826141,,,0.0,Accident on Roxanna Dr Southbound from Crownspoint Dr to Tanglevine Dr.,Tanglevine Dr,Austin,Travis,TX,78748-6150,US,US/Central,KAUS,2018-06-27 11:53:00,91.0,,50.0,29.96,10.0,SSW,16.1,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6489597,Source1,2,2021-02-25 16:14:30,2021-02-25 17:20:30,35.101284,-120.548686,35.068359,-120.513216,3.033,Slow traffic on US-101 S from Traffic Way (Arroyo Grande) (US-101) to N Thompson Ave/Los Berros Rd (US-101) due to accident., US Highway 101,Arroyo Grande,San Luis Obispo,CA,93420,US,US/Pacific,KSBP,2021-02-25 15:56:00,66.0,66.0,30.0,29.86,10.0,WNW,16.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1700817,Source2,2,2019-12-07 13:01:45,2019-12-07 16:46:41,44.38348,-92.615822,,,0.0,Accident on MN-58 at 390th St.,Highway 58 Blvd,Goodhue,Goodhue,MN,55027-8203,US,US/Central,KRGK,2019-12-07 12:55:00,34.0,27.0,70.0,29.21,10.0,S,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1912499,Source2,2,2019-09-14 10:28:05,2019-09-14 10:57:43,29.583281,-98.36541,,,0.0,Accident on Toepperwein Rd at FM-2252.,Toepperwein Rd,San Antonio,Bexar,TX,78233-3991,US,US/Central,KRND,2019-09-14 10:56:00,90.0,90.0,44.0,29.32,10.0,E,8.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-5472921,Source1,2,2021-04-25 10:50:30.000000000,2021-04-25 12:32:31.000000000,40.758974,-73.849281,40.759545,-73.853623,0.231,Slow traffic from Grand Central Pkwy exit [13B-C] to Grand Central Parkway W due to accident.,Whitestone Expy S,Corona,Queens,NY,11368,US,US/Eastern,KLGA,2021-04-25 10:51:00,51.0,51.0,83.0,29.71,7.0,NE,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3116698,Source2,3,2017-12-08 18:03:16,2017-12-08 19:02:48,30.190359,-97.770462,,,0.0,Lane blocked due to accident on I-35 Frontage Rd Southbound at William Cannon Dr.,E William Cannon Dr,Austin,Travis,TX,78744,US,US/Central,KAUS,2017-12-08 17:53:00,43.0,,76.0,30.17,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-1175055,Source2,2,2021-01-29 06:23:40,2021-01-29 07:40:33,32.963112,-86.61913299999998,,,0.0,Lane blocked due to accident on AL-145 both ways near CR-8.,AL Highway 145,Clanton,Chilton,AL,35046-4245,US,US/Central,KEET,2021-01-29 06:53:00,31.0,31.0,67.0,29.77,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1891432,Source2,2,2019-09-04 07:57:52,2019-09-04 10:18:04,43.12122,-78.953011,,,0.0,Accident on CR-6 Lockport Rd at Tuscarora Rd.,Tuscarora Rd,Niagara Falls,Niagara,NY,14304,US,US/Eastern,KIAG,2019-09-04 07:53:00,67.0,67.0,76.0,29.18,10.0,WNW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3850396,Source1,2,2023-01-18 20:20:00.000000000,2023-01-18 23:22:58.000000000,38.803634,-120.110929,38.804923,-120.109409,0.121,Incident on US-50 near SAYLES CANYON TRL Drive with caution.,US Highway 50,Echo Lake,El Dorado,CA,95721,US,US/Pacific,KTVL,2023-01-18 19:53:00,29.0,19.0,78.0,23.76,1.0,SSE,13.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1161347,Source2,2,2021-02-09 15:22:36,2021-02-09 16:24:39,30.414829,-91.144363,,,0.0,Accident on Lee Dr at Tupello St.,Lee Dr,Baton Rouge,East Baton Rouge,LA,70808-3936,US,US/Central,KBTR,2021-02-09 14:53:00,77.0,77.0,52.0,29.97,10.0,SE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
